img_path,question,true_answer,predicted_answer
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/16ad1e63.jpg,What color is the metal?,rose,gold
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4413a26c.jpg,What is the case's primary texture?,glitter,glittery
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e560d64d.jpg,What color is the majority of the case?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c18c9d38.jpg,What is the dominant color on the case?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/06ae9c28.jpg,What is the overall color of the charger?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/83526d19.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a271d672.jpg,What is the main color of the case?,grey,yellow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/aeb8cc10.jpg,What color is the bottle?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e174e25f.jpg,What animal is depicted?,lion,lion
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fdbfa668.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/61523a69.jpg,What is the design style?,floral,floral
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4b1ba181.jpg,What is the shape of the envelopes?,rectangular,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a95609dc.jpg,What insect is shown?,butterfly,butterfly
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c0bfa449.jpg,What shape are most of the designs?,stars,stars
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8a7c4eb1.jpg,What is on the water?,rocks,reflection
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/99b7efb2.jpg,What is the design on the case?,sky,galaxy
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e0f84ad9.jpg,What is the shape of the chair's back?,rectangular,curved
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2fb33400.jpg,What color is the ink cartridge?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/164aa75b.jpg,What is the main shape on the case?,hearts,hearts
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7cbd2022.jpg,What animal is depicted on the case?,panda,panda
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2bf6cc10.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/97552694.jpg,What is the shoe's primary color?,beige,beige
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/40746ee4.jpg,What color is the frosting?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b3be86d8.jpg,What type of cable is shown?,hdmi,usb
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3d8bffca.jpg,What is the color of the glasses?,transparent,clear
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1509f7fc.jpg,What color are the carrots?,orange,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4b53c465.jpg,What is the pattern on the case?,floral,swirls
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/933209d8.jpg,What is the material of the case?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/57bd100d.jpg,What's the phone model?,iphone,iphone
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ce6e4279.jpg,What material appears to be used?,metal,metal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9841453e.jpg,How many words are on the case?,three,three
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fa888b3f.jpg,What color is the skull?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9c4e4826.jpg,What is the shape of the scratcher?,oval,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/eed157f1.jpg,What color is the shoe?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/85ad7f99.jpg,What is at the bottom of the image?,road,text
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b43145e4.jpg,What material is the curtain rod?,metal,metal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d652d758.jpg,What color are the cacti predominantly?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e985bd69.jpg,What color is the dominant text?,black,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e5953250.jpg,What is the case made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1ed37753.jpg,What is the case's primary color?,orange,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bd306ab4.jpg,What color is the candle?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/75b60057.jpg,What is the paper's ruling style?,grid,checkered
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ce96e15b.jpg,What is the dominant color?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/cd19a749.jpg,What shape is the bag?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/995ecd80.jpg,What shapes are depicted?,pebbles,circles
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b929842c.jpg,What is the dominant color?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/de7c400d.jpg,What is the primary color of the flowers?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e8d994e6.jpg,What is the primary color of the bag?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7797b86e.jpg,What is the shape of the bags?,rectangular,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ae513614.jpg,What is the main color scheme?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f4143870.jpg,What type of closure is shown?,slipon,slip on
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2ddecbf7.jpg,What is the case's primary color?,multicolor,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c85371d0.jpg,What is the phone model?,motorola,lenovo
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a3a99510.jpg,What is the material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/dfc20af9.jpg,What color is the bottle?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b123ea20.jpg,What is the case's primary color?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c5b9d877.jpg,What is the color of the Xbox?,white,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/61a58c0c.jpg,What is the shape of the hook?,curved,curved
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7c4c2375.jpg,What is the style of the girl's attire?,casual,girl
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/85d0a276.jpg,What is the material of the ottoman's wheels?,black,metal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4b75afd4.jpg,What color is the bottom stripe?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f3d98ca7.jpg,What's inside the box?,foil,lotion
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/eba67938.jpg,What is the dominant color of the background?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/87b026ba.jpg,What is the main color scheme?,rainbow,rainbow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0df99fa5.jpg,What is the base's shape?,jug,cylinder
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b4d56641.jpg,What is the main color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/33bc044e.jpg,What color is the cap?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1036ead9.jpg,What color is the background?,beige,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0e34c2e3.jpg,What color is the metal?,silver,silver
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/cc9aedc7.jpg,What is the material of the bandana?,cloth,polyester
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/dfd4030c.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/822410f6.jpg,What's the main color of the animal?,orange,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f6ddf948.jpg,What is the base's shape?,round,cylinder
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8bc7659a.jpg,What is the main design theme?,mumbai,travel
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4c2b75ff.jpg,What is the main design element on the case?,leaf,glitter
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d790b05b.jpg,What is depicted on the case?,skull,skull
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4f975f35.jpg,What is the case's primary color?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f3ed4a03.jpg,What is the girl's hair color?,brown,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5e8f372f.jpg,What color is the broth?,orange,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/852ec2bb.jpg,What material does the design resemble?,stone,stone
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/37ae3881.jpg,What is the wallet's primary color?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5f83dfef.jpg,What is the color of the shoe?,brown,tan
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e39eb33f.jpg,What is the bottle made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9c351b22.jpg,What is the main color of the phone case?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/567f448b.jpg,What is the main color of the sugar shown?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1195260a.jpg,What is depicted on the case?,ballerinas,umbrella
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b8f347e2.jpg,What is the shape of the earplugs?,bullet,curved
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a36ea20a.jpg,What is the main color of the phone case?,beige,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/253ae591.jpg,What is the design style of the decorative elements?,floral,damask
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/73e836b8.jpg,What is the type of cable shown?,hdmi,usb
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c680f6a3.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3f927c55.jpg,What is the shape of the design elements?,semicircles,triangles
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1d0e1dc5.jpg,What is the dominant color of the background?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/572ea6f4.jpg,What is the case material?,silicon,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b2bc038c.jpg,What is the dominant color on the case?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e3b6824e.jpg,How many pads are shown?,two,two
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c66f5112.jpg,What is the case material?,silicone,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a0580466.jpg,What is the throw's primary color?,navy,navy
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/af6bb2e6.jpg,What is the main color of the phone case?,orange,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f098061e.jpg,What is the design style?,pebbles,geometric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/33f8c8b9.jpg,What landmark is prominently featured?,eiffel,big ben
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7a605c84.jpg,What is the shape of the bottle?,bottle,bottle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2c5a42f7.jpg,What is the design on the case?,couple,couple
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5c2fe2fc.jpg,What shape is the case?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4948bca8.jpg,What type of animal is shown?,puppy,dog
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d709f604.jpg,What is the case's primary color?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9728db7f.jpg,What type of shoe is shown?,derby,loafer
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ddaa2cb6.jpg,What animal is on the case?,lion,lion
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/03bb1633.jpg,What is the color of the bottles?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1271a20a.jpg,What is the case's texture?,painted,textured
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ac4feea2.jpg,What color are the sandals?,grey,grey
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6907d68e.jpg,What material does the case imitate?,wood,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e2501d19.jpg,What shape is the main design element?,heart,heart
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/62b2eee4.jpg,What color is the phone case background?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9f2d75b9.jpg,What is the main color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4d0ab7ff.jpg,What is the main color on the left side?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5663d52c.jpg,What animals are on the case?,pandas,pandas
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/237fe6e7.jpg,What is the dominant color?,red,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fc33fb3f.jpg,What is the main color of the case?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2dd48483.jpg,What color is the bird's body?,yellow,yellow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7af778c2.jpg,What is the design style of the artwork?,floral,floral
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6aa10889.jpg,What is the case made of?,silicon,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1ee6efc8.jpg,What is written on the case?,love,love
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bfd641da.jpg,What color are the hearts?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/876cce75.jpg,What is the shape of the light bulbs?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/885df1d7.jpg,What is the background color of the phone case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ba9403b2.jpg,What is the brand name?,solimo,vitamin c
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/090f48f7.jpg,What shapes are interspersed with the birds?,hearts,hearts
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/934fbece.jpg,What color is the bird's chest?,yellow,yellow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/dd9003a4.jpg,What material are the sandals?,leather,suede
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ea18b686.jpg,What is the material of the case?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/27214cec.jpg,What is the main feature on the phone case?,ferriswheel,ferris wheel
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/09bff3d6.jpg,What color are the designs on the case?,white,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d20098db.jpg,What is the color of the liquid?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/689b4400.jpg,What is the main color of the case?,gold,gold
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4ec2c7d7.jpg,What color is the background?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/87990c42.jpg,What is the main color of the shoe?,blue,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d58f0c5c.jpg,What type of closure do the shoes have?,laceup,lace up
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f63d0691.jpg,What color is the wood?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8ede45d2.jpg,What's the shape of the container?,bottle,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/65b71d6c.jpg,What is the shape of the pillowcases?,square,square
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/017bd3f8.jpg,What is the main color on the left side?,red,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/54676057.jpg,What phone model does it fit?,m8,lg
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4069e1c2.jpg,What's the background color?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/be290f82.jpg,What celestial body is depicted?,moon,moon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b747c551.jpg,What is the overall shape of the item?,phone,star
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0b5c66c8.jpg,What letter is prominently displayed?,u,u
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/91327ef9.jpg,What is the pencil's type?,mechanical,pencil
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e1b99fad.jpg,What shape are the wheels?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/67375c7b.jpg,What is the primary color of the case?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/60f4bb90.jpg,What is the case's main color?,grey,grey
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4a3b04c6.jpg,What color is the bear?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7cb4c659.jpg,What is the phone's shape?,rectangular,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/aa2a9229.jpg,What is the main material of the robot?,wood,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1709c496.jpg,What is the primary color of the lids?,teal,teal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ba521aca.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a6d811ed.jpg,What is the shape of the finials?,cage,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/14a63ec1.jpg,What color is the girl's dress?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/42bd7c2a.jpg,What is the shape of the container?,jug,jug
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/80be0930.jpg,What color is the background?,teal,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/500fe381.jpg,What is the dominant color of the background?,beige,beige
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/30c2c8a5.jpg,How many handles does the wok have?,two,two
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2bf1619d.jpg,How many lights are there?,three,three
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6502532b.jpg,What color is the case?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/07510a3f.jpg,What material are the handles made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/344c5070.jpg,What is the main color of the background?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a43c54c3.jpg,What is the shape of the crayons?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ce3ae249.jpg,What is the case material?,silicon,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/40a4d980.jpg,What is the frame material?,metal,metal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/78dea6cb.jpg,How many colored blocks are shown?,six,six
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/39ab1f98.jpg,What is the color of the sectional?,cream,beige
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/dd255e3c.jpg,What animal is depicted?,fish,fish
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5b728999.jpg,What color are the drawstrings?,red,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b20ec162.jpg,What is the color of the shoe?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a56be286.jpg,What is the case's pattern?,solid,solid
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/91327ef9.jpg,What color is the clip?,blue,silver
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f122a28b.jpg,What is the shape of the handle?,bar,curved
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ad826679.jpg,What is the case type?,hard,hard
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ce37e053.jpg,What is the main color of the shoes?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e562bc27.jpg,What is the texture of the upper part of the sandal?,fur,textured
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6f0234cc.jpg,What's the shape of the main image?,heart,heart
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e74a3bd7.jpg,What is the dominant color?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0129dde9.jpg,What is the toe style?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6dca5a4a.jpg,What is the design style?,graffiti,graffiti
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fdf3862c.jpg,What is the phone case's texture?,rough,brick
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4af5a911.jpg,What's the bag's primary shape?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6aba9429.jpg,What is the background color of the phone case?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c39c3ed9.jpg,What color dominates the design?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/43b2ab63.jpg,What is the material of the phone case?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/30e50824.jpg,What is the main color of the case?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1036ead9.jpg,What is depicted on the case?,tardis,phone
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/526c6c8e.jpg,What is the shape of the main object?,rectangle,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6980670b.jpg,What is the bird perched on?,branch,branch
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b3348ebc.jpg,What is the primary label color?,white,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/058d86ed.jpg,What material is the case made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9899dec8.jpg,What is the shape of the bulb?,cylindrical,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/68c85764.jpg,What is the primary color of the case?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2132d5fa.jpg,What is the case's primary color?,blue,grey
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ffdaed99.jpg,What is the design on the case?,mandala,geometric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/57bd432a.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/62790391.jpg,What color are the leaves?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fcd3775b.jpg,What color is the bird?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b5691e1c.jpg,What color is the cap?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7c540152.jpg,What is the primary color of the case?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/dc5dfeda.jpg,What letter is on the case?,o,o
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b2be5f1d.jpg,What shapes are featured on the case?,hearts,hearts
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4c16d88c.jpg,What is the main color of the wooden background?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f5b40997.jpg,What is the dominant color of the phone case?,blue,teal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bf0206ee.jpg,What is the shape of the adapter?,rectangular,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/84d46503.jpg,What is the rug's shape?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e388b3ba.jpg,What is the rice shown in the image?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8afa3a2c.jpg,What is the shape of the main design element?,hearts,heart
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0cb5b098.jpg,What is the primary color of the medicine ball?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3ee0c357.jpg,What is the shoe's heel type?,stiletto,pointed
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b57ef488.jpg,How many rows of cubbies are there?,three,four
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f5387aab.jpg,What color is the bowl?,grey,gray
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b28b1188.jpg,What is the primary color of the text?,red,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/64280067.jpg,What is the background color?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3c67fe32.jpg,What kind of salad is featured?,southwest,salad
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7565e8e0.jpg,What is the material of the sandals?,leather,leather
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0f55157e.jpg,What color is the top binding?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/43bdd9ed.jpg,What color is the background?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/45d691a0.jpg,What is the main design element on the case?,eye,face
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/45bb9025.jpg,What color is Santa's suit?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/69b85ca5.jpg,How many bags are shown?,four,four
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ac0ce38f.jpg,What is the case's material?,wood,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7d4517cb.jpg,What color is the chair's seat?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/42023ee1.jpg,What material are the shelves made of?,wood,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/690e8654.jpg,What is the dominant color?,purple,purple
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7b9d64f1.jpg,What is the item's style?,clutch,briefcase
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7802c4a6.jpg,What material is the case made of?,silicone,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5cf670ae.jpg,What is the primary color of the table?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2b8544ea.jpg,What is the main color of the flowers?,purple,purple
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1d6998f5.jpg,What is the primary color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/893dcd05.jpg,What is the shape of the container?,cube,box
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9fe7d1ef.jpg,What is the case made of?,silicon,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7694a093.jpg,What is the shape of the cushion?,rectangular,curved
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b4be2541.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4b99b8ea.jpg,What material is the case?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4e0a4646.jpg,What is the main color of the mask?,blue,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4e8e5432.jpg,What is the toe style?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/76c8119c.jpg,What is the case material?,silicone,silicon
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e9316e61.jpg,What letter is inside the heart?,k,k
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f57eb0ad.jpg,What is the case's design?,lollipops,candy
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/dd0c483e.jpg,What is depicted on the case?,wheat,wheat
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3617bd56.jpg,What is the shape of the tabletops?,square,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bfb78f53.jpg,What is the predominant color?,purple,purple
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3f19f997.jpg,What is the main color of the background?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/cdfd71c3.jpg,What color is the plate?,gray,white
